pc,expl_var_pct,ar1_phi,decadal_pct,decadal_p_ar1,annual_pct,verdict,north_separable,coh_annual,coh_decadal
1,67.96051095579585,0.037449444382279456,0.82664013353127,32.2,12.365341355779798,white,True,0.645178885823908,0.6675736579588677
2,12.475461659785342,-0.03495346898140232,0.7370558223345485,34.8,8.963686515563003,white,True,0.645178885823908,0.6675736579588677
3,5.523596197771014,0.002920382577539384,0.7716843294636241,32.2,10.68597397249032,white,True,0.645178885823908,0.6675736579588677
4,3.570146257301078,0.07466808816042651,1.1566244355503723,49.6,14.508728394869634,white,True,0.645178885823908,0.6675736579588677
5,2.8965841646845054,-0.023876314161815838,1.0956259233410217,61.4,7.826492257908066,white,True,0.645178885823908,0.6675736579588677
6,1.2565064806529698,-0.08862967694102927,0.28575472646708466,5.6000000000000005,7.41409514405156,white,True,0.645178885823908,0.6675736579588677
7,0.8496270995251752,-0.06677861049601683,0.7404704769028965,39.4,6.668576383269295,white,True,0.645178885823908,0.6675736579588677
8,0.7084960936352949,0.02072945193842545,2.241254929739016,91.8,7.375912002788591,white,True,0.645178885823908,0.6675736579588677
