pc,expl_var_pct,ar1_phi,decadal_pct,decadal_p_ar1,annual_pct,verdict,north_separable,coh_annual,coh_decadal
1,80.12300936165333,0.1321616825821026,1.2101274395670059,46.2,11.925931596763153,white,True,0.590167515950321,0.6713173911175189
2,6.830717226851885,-0.019499282922823064,1.0837171741326028,59.199999999999996,12.006154973878864,white,True,0.590167515950321,0.6713173911175189
3,4.331930560662577,0.03548597960639899,1.0076814229068312,46.800000000000004,11.94558670979792,white,True,0.590167515950321,0.6713173911175189
4,2.0087843442895323,0.022797205394598237,1.4977211534151018,75.6,9.729637157850538,white,True,0.590167515950321,0.6713173911175189
5,1.1299494630277147,0.01974073957446701,1.5385727012872497,76.6,10.051723738800113,white,True,0.590167515950321,0.6713173911175189
6,0.8630251193560056,-0.03232507307317964,0.7728571948213075,38.0,8.019000825519711,white,True,0.590167515950321,0.6713173911175189
7,0.5394079460050839,0.039195711511471686,0.7445572275109235,26.8,11.729746976745723,white,True,0.590167515950321,0.6713173911175189
8,0.4467743530283272,0.023909066385169854,1.2861964777541404,65.2,8.515320414482554,white,True,0.590167515950321,0.6713173911175189
